69	F	6.765759981219001	1
59	F	4.579360766624924	0
75	M	9.122340236163533	1
53	F	3.479447484713436	0
77	M	9.655024852728546	1
77	F	7.88709173232719	1
43	M	4.872995153851826	0
65	F	8.386337909598664	1
49	M	3.7566588945340538	0
59	M	7.822422471580214	1
53	M	6.13875523343744	0
71	M	8.037148249361625	1
53	M	5.8660368015545705	0
41	M	3.1033280686465132	0
53	F	6.9855231313105435	1
41	F	2.6357813561778505	0
69	F	6.995642558736289	1
73	F	8.470520489977812	1
67	M	8.583360045610181	1
59	M	4.20173629013241	0
53	M	6.574771841755044	0
53	M	6.803054378920612	1
79	M	8.692140263838201	1
49	F	6.679792342570825	0
79	M	9.384636018205972	1
79	M	6.502861543055342	1
71	F	8.319111944157608	1
63	M	6.579987248330832	1
67	F	7.082260191914162	1
51	M	4.394715265696833	0
51	M	5.363146067640198	0
59	F	6.843670700904317	1
41	M	2.219245656616277	0
79	M	9.250544445264676	1
69	M	8.238972787565242	1
69	M	7.576267687601505	1
47	F	3.8057429403118523	0
49	M	6.186094465067256	0
61	M	8.090718407795848	1
49	F	3.01543097857645	0
63	M	4.84606270653188	0
53	M	3.376173034480234	0
41	M	6.057572905736732	0
43	F	2.9935130540966943	0
55	M	3.8762966525010607	0
55	M	5.093606508393734	0
63	M	6.054566687302054	0
43	M	5.7278871735034045	0
73	M	6.395965448274611	1
67	F	6.42120525808868	1
75	F	6.81311649185839	1
71	M	8.584971046381678	1
75	F	9.00961741014439	1
59	F	5.66525192031046	0
61	M	6.737887117354226	1
55	M	6.388572719397728	0
55	M	5.541232497701181	0
69	F	7.569705026661562	1
65	F	5.43691447416656	0
47	F	5.382127002255148	0
43	M	3.6553954604775623	0
67	M	8.466532009433077	1
55	F	5.197391299604397	0
43	M	4.657953522232768	0
47	F	3.94130620962514	0
71	M	7.871508812954679	1
53	M	5.008177701719312	0
45	F	4.5068936711714915	0
59	F	5.903172468442653	0
79	F	5.9125622547501795	1
63	M	7.2214495274819495	1
79	M	6.535771828365383	1
57	F	7.339595405548344	1
63	F	7.1173002707470605	1
51	F	3.5209766256084563	0
53	F	3.459807257329844	0
69	M	7.2630397028330975	1
71	F	8.036035501078207	1
71	F	6.3963618516368	1
73	F	8.386300275408022	1
